#OBS: UID está desregulado 

Número por área,Área,Complexidade,Tarefa,Condição,Eixo (SAEB),Área.1,Número,UID
7.0,Física,Alta,"Radiação solar impulsiona o ciclo da água e fotossíntese, conectando processos climáticos à vida terrestre",1,Terra e universo,,,407
8.0,Física,Alta,"A cor da estrela indica sua temperatura: azuis são mais quentes, vermelhas são mais frias",1,Terra e universo,,,408
9.0,Física,Alta,"Eclipses solar e lunar dependem da posição relativa de Sol, Terra e Lua",1,Terra e universo,,,409
10.0,Física,Alta,"Gases estufa retêm calor na atmosfera, mantendo a temperatura terrestre; sem eles, o planeta seria gelado",1,Terra e universo,,,410
11.0,Física,Alta,"Pressão atmosférica planetária depende da massa, composição gasosa e gravidade, determinando sua densidade",1,Terra e universo,,,411
12.0,Física,Alta,"Ver estrelas distantes é ver o passado, pois a luz viaja por vastas distâncias cósmicas",1,Terra e universo,,,412
13.0,Física,Alta,Faixas do espectro eletromagnético revelam informações distintas sobre objetos celestes conforme o tipo de observação,1,Terra e universo,,,413
14.0,Física,Alta,"Foguetes movem-se no vácuo pelo princípio de ação e reação, expelindo massa para impulso",1,Terra e universo,,,414
15.0,Física,Alta,"Supernovas resultam de fusão nuclear em estrelas massivas, liberando energia e criando elementos pesados",1,Terra e universo,,,415
16.0,Física,Alta,"Ano-luz é medida prática para galáxias, pois a luz viaja vastas distâncias no espaço",1,Terra e universo,,,416
17.0,Física,Alta,"O som é  uma onda mecânica que se propaga no ar, mas não no vácuo por falta de meio material",1,Terra e universo,,,417
18.0,Física,Alta,Astronautas em órbita sentem ausência de peso devido à queda livre contínua ao redor da Terra,1,Terra e universo,,,418
19.0,Física,Alta,O estilingue gravitacional usa a gravidade planetária para alterar velocidade e trajetória de naves espaciais,1,Terra e universo,,,419
20.0,Física,Alta,"Radiação solar transfere energia para a Terra, impulsionando processos climáticos e a vida no planeta",1,Terra e universo,,,420
21.0,Física,Alta,"As estações dependem da distância Terra-Sol, com órbitas elípticas explicando as mudanças climáticas",0,Terra e universo,,,421
22.0,Física,Alta,O ciclo dia e noite na Terra é causado pela translação anual do planeta ao redor do Sol,0,Terra e universo,,,422
23.0,Física,Alta,"As fases lunares resultam da sombra terrestre na Lua, que desaparece na fase Nova",0,Terra e universo,,,423
24.0,Física,Alta,"As marés oceânicas são causadas principalmente pelo Sol, o que explica marés altas na quadratura",0,Terra e universo,,,424
25.0,Física,Alta,A força gravitacional aumenta com o quadrado da distância entre objetos e também com suas massas,0,Terra e universo,,,425
26.0,Física,Alta,"A luz de estrelas distantes chega instantaneamente, mostrando o universo exatamente como ele é agora",0,Terra e universo,,,426
27.0,Física,Alta,"A energia solar chega por ondas sonoras no vácuo, pois a luz não se propaga no espaço",0,Terra e universo,,,427
28.0,Física,Alta,"As estrelas mais brilhantes são sempre maiores e mais quentes, pois luminosidade depende só de tamanho e temperatura",0,Terra e universo,,,428
29.0,Física,Alta,"A expansão do universo move galáxias umas em direção às outras, causando colisões gerais futuras",0,Terra e universo,,,429
30.0,Física,Alta,"Os gases estufa bloqueiam todo o calor terrestre, impedindo seu escape e causando aquecimento ilimitado",0,Terra e universo,,,430
31.0,Física,Alta,Os planetas mantêm órbitas circulares perfeitas devido a um impulso constante que anula a gravidade solar,0,Terra e universo,,,431
32.0,Física,Alta,"Um eclipse lunar ocorre quando a Lua passa entre Sol e Terra, bloqueando a luz solar",0,Terra e universo,,,432
33.0,Física,Alta,"A pressão atmosférica aumenta com a altitude, pois o ar fica mais denso em grandes alturas",0,Terra e universo,,,433
34.0,Física,Alta,"A luz viaja mais rápido no ar que no vácuo, pois as partículas a impulsionam",0,Terra e universo,,,434
35.0,Física,Alta,"As ondas de rádio têm mais energia por fóton que raios gama, por isso raios gama são menos perigosos",0,Terra e universo,,,435
36.0,Física,Alta,"Os foguetes movem-se no vácuo empurrando o ar atrás, sem ar não há propulsão",0,Terra e universo,,,436
37.0,Física,Alta,"Em colisões planetárias, energia é destruída, pois a Conservação não se aplica em grande escala",0,Terra e universo,,,437
38.0,Física,Alta,"AU são ideais para medir distâncias entre estrelas e galáxias, pois ano-luz é muito pequeno",0,Terra e universo,,,438
39.0,Física,Alta,"O som viaja mais rápido no vácuo que na atmosfera, sem resistência de partículas",0,Terra e universo,,,439
40.0,Física,Alta,Os astronautas em órbita sentem ausência de peso por estarem fora do alcance da gravidade terrestre,0,Terra e universo,,,440
1.0,Química,Alta,"Em equações químicas balanceadas, o total de átomos de cada elemento antes e depois da reação é o mesmo",1,Matéria e energia,,,541
2.0,Química,Alta,O átomo mais eletronegativo em uma ligação química atrai os elétrons compartilhados com maior força para si,1,Matéria e energia,,,542
3.0,Química,Alta,"Ligações iônicas formam-se por transferência de elétrons entre metais e ametais, criando íons que se atraem eletrostaticamente",1,Matéria e energia,,,543
4.0,Química,Alta,O estado físico de substâncias moleculares depende diretamente da intensidade das interações entre suas moléculas,1,Matéria e energia,,,544
5.0,Química,Alta,"Aumentar a temperatura acelera reações químicas, elevando a energia e a frequência das colisões entre as partículas",1,Matéria e energia,,,545
6.0,Química,Alta,"Catalisadores aceleram reações químicas criando um caminho com menor energia de ativação, sem serem consumidos no final",1,Matéria e energia,,,546
7.0,Química,Alta,"Na tabela periódica, elementos no mesmo grupo têm propriedades químicas semelhantes devido à similaridade de elétrons de valência",1,Matéria e energia,,,547
8.0,Química,Alta,"Ácidos de Arrhenius liberam íons H+ em água, explicando suas propriedades ácidas e capacidade de neutralizar bases",erdadeira,Matéria e energia,,,548
9.0,Química,Alta,"A massa molar permite converter entre massa de substância e quantidade de matéria em mols, sendo crucial para cálculos químicos",1,Matéria e energia,,,549
10.0,Química,Alta,A reatividade química de um átomo é determinada principalmente pela configuração dos elétrons em sua camada de valência,1,Matéria e energia,,,550
11.0,Química,Alta,Íons têm carga elétrica porque possuem número diferente de elétrons comparado ao número de prótons do átomo neutro,1,Matéria e energia,,,551
12.0,Química,Alta,A maleabilidade e ductilidade dos metais vêm dos elétrons livres que permitem o deslizamento atômico sob força,1,Matéria e energia,,,552
13.0,Química,Alta,Soluções de sais solúveis conduzem eletricidade pela presença de íons carregados livres para se mover na água,1,Matéria e energia,,,553
14.0,Química,Alta,"A água dissolve substâncias polares e iônicas devido à sua própria polaridade molecular, que interage com elas",1,Matéria e energia,,,554
15.0,Química,Alta,"A solubilidade de gases em líquidos geralmente diminui com calor, pois moléculas de gás escapam mais facilmente do líquido aquecido",1,Matéria e energia,,,555
16.0,Química,Alta,"Reações de combustão liberam energia  rapidamente ao reagir um combustível com um agente oxidante, usualmente oxigênio",1,Matéria e energia,,,556
17.0,Química,Alta,"Em reações redox, oxidação  e redução sempre acontecem juntas entre substâncias diferentes",1,Matéria e energia,,,557
18.0,Química,Alta,"Destilação separa líquidos por aquecimento baseado na diferença de seus pontos de ebulição, evaporando e condensando componentes",1,Matéria e energia,,,558
19.0,Química,Alta,"Compostos iônicos só conduzem eletricidade fundidos ou dissolvidos, pois precisam de íons móveis; no sólido, os íons estão fixos",1,Matéria e energia,,,559
20.0,Química,Alta,A vasta diversidade orgânica resulta da capacidade única do carbono formar longas cadeias e estruturas complexas ligando-se a si mesmo,1,Matéria e energia,,,560
21.0,Química,Alta,"Em gases, as partículas ficam fixas em posições definidas, apenas vibrando levemente",0,Matéria e energia,,,561
22.0,Química,Alta,O processo de solidificação absorve grande quantidade de energia do ambiente,0,Matéria e energia,,,562
23.0,Química,Alta,Uma mistura homogênea pode ter seus componentes separados facilmente por filtração simples,0,Matéria e energia,,,563
24.0,Química,Alta,"Todos os elétrons em um átomo estão localizados exclusivamente dentro do núcleo, junto com os prótons",0,Matéria e energia,,,564
25.0,Química,Alta,"Em ligações covalentes, ocorre transferência completa de elétrons de um átomo para outro",0,Matéria e energia,,,565
26.0,Química,Alta,Uma mudança química sempre pode ser revertida facilmente pelos mesmos meios físicos que a causaram,0,Matéria e energia,,,566
27.0,Química,Alta,"Uma solução com pH 8 é considerada um ácido forte, pois tem alta concentração de íons H+",0,Matéria e energia,,,567
28.0,Química,Alta,A solubilidade de um sólido em água geralmente diminui com o aumento da temperatura da solução,0,Matéria e energia,,,568
29.0,Química,Alta,"A energia luminosa pode ser facilmente convertida em energia química, mas nunca pode ser convertida em energia térmica",0,Matéria e energia,,,569
30.0,Química,Alta,"O princípio da conservação da energia afirma que a energia pode ser criada ou destruída, mas não transformada",0,Matéria e energia,,,570
31.0,Química,Alta,"A transferência de calor por convecção acontece principalmente em sólidos, através da vibração das partículas",0,Matéria e energia,,,571
32.0,Química,Alta,"Em um circuito elétrico simples, os elétrons fluem do polo positivo para o polo negativo da fonte de energia",0,Matéria e energia,,,572
33.0,Química,Alta,"A energia nuclear em usinas é liberada pela fusão de núcleos atômicos leves, como o urânio",0,Matéria e energia,,,573
34.0,Química,Alta,Observar a formação de bolhas em um líquido aquecido é sempre um sinal de que uma nova substância química está sendo formada,0,Matéria e energia,,,574
35.0,Química,Alta,"Ao longo de um período na tabela periódica, o caráter metálico dos elementos geralmente aumenta da esquerda para a direita",0,Matéria e energia,,,575
36.0,Química,Alta,"Em qualquer reação química, a soma das massas dos produtos é sempre maior do que a soma das massas dos reagentes",0,Matéria e energia,,,576
37.0,Química,Alta,"Em uma pilha eletroquímica, os elétrons fluem externamente do cátodo para o ânodo através do circuito",0,Matéria e energia,,,577
38.0,Química,Alta,Compostos orgânicos são definidos por sempre conterem átomos de oxigênio em sua estrutura molecular,0,Matéria e energia,,,578
39.0,Química,Alta,Aumentar a área de superfície dos reagentes sólidos geralmente diminui a velocidade de uma reação química,0,Matéria e energia,,,579
40.0,Química,Alta,"Um termômetro mede a quantidade total de calor presente em um corpo, não sua temperatura média das partículas",0,Matéria e energia,,,580
1.0,Biologia,Alta,Enzimas aceleram reações biológicas específicas agindo sobre substratos para diminuir a energia de ativação necessária,1,Vida e Evolução,,,581
2.0,Biologia,Alta,A composição da membrana plasmática permite controlar seletivamente a entrada e saída de substâncias na célula,1,Vida e Evolução,,,582
3.0,Biologia,Alta,"Mitocôndrias geram a maior parte da energia celular através da respiração celular, processo vital para as eucarióticas",1,Vida e Evolução,,,583
4.0,Biologia,Alta,"Nos cloroplastos, células vegetais convertem energia luminosa em glicose usando água e gás carbônico",1,Vida e Evolução,,,584
5.0,Biologia,Alta,"A meiose reduz os cromossomos pela metade para formar gametas, processo crucial na reprodução sexuada que aumenta a variabilidade",1,Vida e Evolução,,,585
